,politician_name,politician_username,gender,party,tweet_text,tweet_retweet_count,tweet_favorite_count,Joy,IBM_text,Analytical,Sadness,Confident,Tentative,Fear,Anger
1372,Senator Dick Durbin,SenatorDurbin,M,D,"Today on the floor, I shared the story of Alejandro-- He's a #Dreamer who signed up for @TeachForAmerica &amp; is now a------ https://t--co/noI4bNCAUs",177,424,,,,,,,,
1373,Senator Dick Durbin,SenatorDurbin,M,D,Today DHS Secretary Nielsen promised me that DHS will not deport any DACA recipient with a pending DACA application------ https://t--co/OHIw0e9fn3,810,1550,,Today DHS Secretary Nielsen promised me that DHS will not deport any DACA recipient with a pending DACA application------ https://t--co/OHIw0e9fn3.,,,,0.525007,,
1374,Senator Dick Durbin,SenatorDurbin,M,D,Fact check: False https://t--co/x1PUB0aR0J,170,551,,Fact check: False https://t--co/x1PUB0aR0J.,0.998461,,0.989586,,,
1375,Senator Dick Durbin,SenatorDurbin,M,D,The choice is clear-- The Democrat's plan provides the investment we need to fix America's crumbling #infrastructure------ https://t--co/VFrYPePYCw,65,170,,The choice is clear-- The Democrat's plan provides the investment we need to fix America's crumbling #infrastructure------ https://t--co/VFrYPePYCw.,0.677069,0.672006,0.6821,,,
1376,Senator Dick Durbin,SenatorDurbin,M,D,"By comparison, the Trump #infrastructure plan is nothing more than a giveaway for the private sector that will actu------ https://t--co/jBatsTbnhs",103,153,,"By comparison, the Trump #infrastructure plan is nothing more than a giveaway for the private sector that will actu------ https://t--co/jBatsTbnhs.",0.842108,,,,,
1377,Senator Dick Durbin,SenatorDurbin,M,D,The @SenateDems Jobs and Infrastructure Plan would make a historic $1 trillion federal investment to modernize our------ https://t--co/hdtHd0Exwl,88,202,,,,,,,,
1378,Senator Dick Durbin,SenatorDurbin,M,D,"Nearly every week we hear new revelations about misbehavior by Wells Fargo - this time, continuing to charge studen------ https://t--co/FKCrlfIWH5",118,235,,"Nearly every week we hear new revelations about misbehavior by Wells Fargo - this time, continuing to charge studen------ https://t--co/FKCrlfIWH5.",0.548904,,,,,
1379,Senator Dick Durbin,SenatorDurbin,M,D,RT @WSJ: Wells Fargo was asked to pause campus partnership expansions until it addresses a Fed order citing 'widespread consumer abuses' ht------,54,0,,,,,,,,
1380,Senator Dick Durbin,SenatorDurbin,M,D,The #GOPTaxScam will subject hardworking Illinois taxpayers to double-taxation by unfairly capping the vital SALT d------ https://t--co/QcqTKf9jjX,145,425,,,,,,,,
1381,Senator Dick Durbin,SenatorDurbin,M,D,What would Ronald Reagan say about an American President and his Republican party's refusal to address a threat to------ https://t--co/0Rt0eXHb7I,176,617,,,,,,,,
1382,Senator Dick Durbin,SenatorDurbin,M,D,Headed to the floor to join @SenWhitehouse and @SenateDems for #DefendOurDemocracy floor speeches on the threat of------ https://t--co/9JJ7AvaU83,346,976,,Headed to the floor to join @SenWhitehouse and @SenateDems for #DefendOurDemocracy floor speeches on the threat of------ https://t--co/9JJ7AvaU83.,,,,,0.679141,
1383,Senator Dick Durbin,SenatorDurbin,M,D,"RT @SenJohnMcCain: The work of @NEDemocracy @IRIglobal &amp; @NDI to foster the infrastructure of democracy--freedom of the press, political par------",430,0,,,,,,,,
1384,Senator Dick Durbin,SenatorDurbin,M,D,I'm working to make college more affordable by supporting a $10 million investment in the upcoming omnibus for------ https://t--co/YydLhkJBA6,102,259,,,,,,,,
1385,Senator Dick Durbin,SenatorDurbin,M,D,--@SenThadCochran has served Mississippi and America with honor and it's been a pleasure working with him on the App------ https://t--co/LNL0RhBDIv,13,62,0.745026,--@SenThadCochran has served Mississippi and America with honor and it's been a pleasure working with him on the App------ https://t--co/LNL0RhBDIv.,,,,,,
1386,Senator Dick Durbin,SenatorDurbin,M,D,Reminder that the Trump Administration still has not nominated an Ambassador to South Korea-- https://t--co/9nKapPCcll,224,516,,,,,,,,
1387,Senator Dick Durbin,SenatorDurbin,M,D,Democrats sent President Trump six bipartisan DACA deals - we even offered to fund his wasteful border wall-- He mad------ https://t--co/K3JLUQ8iAA,8406,14774,,Democrats sent President Trump six bipartisan DACA deals - we even offered to fund his wasteful border wall-- He mad------ https://t--co/K3JLUQ8iAA.,,,,0.525007,,0.700216
1388,Senator Dick Durbin,SenatorDurbin,M,D,Proud to join DACA recipient Ana Flores and the President of @clarkdietz engineering firm to discuss the need to pa------ https://t--co/s8h7yUkcZS,47,170,0.594902,Proud to join DACA recipient Ana Flores and the President of @clarkdietz engineering firm to discuss the need to pa------ https://t--co/s8h7yUkcZS.,,,0.618451,,,
1389,Senator Dick Durbin,SenatorDurbin,M,D,"RT @ILBizImmigrant: ""20k teachers and 900 military members with DACA are at risk of losing deportation protection today"" @SenatorDurbin htt------",63,0,,,,,,,,
1390,Senator Dick Durbin,SenatorDurbin,M,D,The end of DACA is a humanitarian crisis in this country created by President Trump on September 5-- The lives of Dr------ https://t--co/Qm8n1OJtn0,311,635,0.6103,"The end of DACA is a humanitarian crisis in this country created by President Trump on September 5-- The lives of Dr------ https://t--co/Qm8n1OJtn0. 6 months ago, President Trump ended DACA by saying he still had ""great love"" for Dreamers-- Since then, he's turned------ https://t--co/AqfYdN3nnG.",,,,,,
1391,Senator Dick Durbin,SenatorDurbin,M,D,"6 months ago, President Trump ended DACA by saying he still had ""great love"" for Dreamers-- Since then, he's turned------ https://t--co/AqfYdN3nnG",568,1387,,,,,,,,
1392,Senator Dick Durbin,SenatorDurbin,M,D,The decision to shrink Bears Ears was about one thing and one thing only: a desire to drill-- The alarming story abo------ https://t--co/M20mAsgN5D,160,244,0.634158,The decision to shrink Bears Ears was about one thing and one thing only: a desire to drill-- The alarming story abo------ https://t--co/M20mAsgN5D.,0.750688,,,,,
1393,Senator Dick Durbin,SenatorDurbin,M,D,Now it's up to the President and Republican leaders in Congress to take yes for an answer and accept any of the six------ https://t--co/mQTDrjjOya,120,411,,Now it's up to the President and Republican leaders in Congress to take yes for an answer and accept any of the six------ https://t--co/mQTDrjjOya.,0.819034,,,,,
1394,Senator Dick Durbin,SenatorDurbin,M,D,The need for the Dream Act has never been more urgent--tens of thousands of Dreamers are still losing their work per------ https://t--co/4ZiXopod7c,103,339,,,,,,,,
1395,Senator Dick Durbin,SenatorDurbin,M,D,"Six months ago, President Trump created the DACA crisis-- For six months, his administration has used every availabl------ https://t--co/ayAKwtUASj",505,1127,,"Six months ago, President Trump created the DACA crisis-- For six months, his administration has used every availabl------ https://t--co/ayAKwtUASj.",,,0.660207,,,
1396,Senator Dick Durbin,SenatorDurbin,M,D,Congrats to the Ramblers-- Loyola heads to its first NCAA Tournament since 1985-- https://t--co/SsOXZlF1yE,50,295,0.807843,Congrats to the Ramblers-- Loyola heads to its first NCAA Tournament since 1985-- https://t--co/SsOXZlF1yE.,,,,,,
1397,Senator Dick Durbin,SenatorDurbin,M,D,"Today is the 181st birthday of Chicago-- I'm honored to represent one of the greatest cities in the world, and the p------ https://t--co/91814LXNF1",426,2555,0.892672,"Today is the 181st birthday of Chicago-- I'm honored to represent one of the greatest cities in the world, and the p------ https://t--co/91814LXNF1.",,,,,,
1398,Senator Dick Durbin,SenatorDurbin,M,D,Today is World Birth Defects Day-- So important that we continue to invest in research that leads to new cures and t------ https://t--co/faHYskobjH,159,579,0.768663,Today is World Birth Defects Day-- So important that we continue to invest in research that leads to new cures and t------ https://t--co/faHYskobjH.,,,,,,
1399,Senator Dick Durbin,SenatorDurbin,M,D,It's cruel to separate a mother from her 7-year-old child-- @DHSgov must immediately reunite this family and stop th------ https://t--co/1MYtRMIg8d,1548,3553,,It's cruel to separate a mother from her 7-year-old child-- @DHSgov must immediately reunite this family and stop th------ https://t--co/1MYtRMIg8d.,,,,,,0.526404
1400,Senator Joe Donnelly,SenDonnelly,M,D,"WATCH: #ICYMI: Joe, @SenToddYoung, @RepAndreCarson &amp; Rep @SusanWBrooks legislation establishing Kennedy-King Park a------ https://t--co/u0An0dmC32",8,26,,"WATCH: #ICYMI: Joe, @SenToddYoung, @RepAndreCarson &amp; Rep @SusanWBrooks legislation establishing Kennedy-King Park a------ https://t--co/u0An0dmC32.",,0.591552,,,,
1401,Senator Joe Donnelly,SenDonnelly,M,D,"Joe's staff will host a Veterans History Project in Brownsburg on Saturday, April 28, from 1-3 PM-- All area veteran------ https://t--co/NtmlUXYwY8",11,23,0.643337,"Joe's staff will host a Veterans History Project in Brownsburg on Saturday, April 28, from 1-3 PM-- All area veteran------ https://t--co/NtmlUXYwY8.",,,0.618451,,,
1402,Senator Joe Donnelly,SenDonnelly,M,D,Stopped at The Toast Cafe in Anderson for lunch this afternoon-- Patty melt gets two thumbs up-- -Joe https://t--co/U8CBLLFOG7,9,30,,,,,,,,
1403,Senator Joe Donnelly,SenDonnelly,M,D,"Joe was in Shelbyville today for the opening of the new Shelbyville VA health clinic, which will help bring local c------ https://t--co/gPsl11smu7",9,43,0.715159,"Joe was in Shelbyville today for the opening of the new Shelbyville VA health clinic, which will help bring local c------ https://t--co/gPsl11smu7.",,,,,,
1404,Senator Joe Donnelly,SenDonnelly,M,D,Congratulations to @NDHockey for advancing to the @NCAAIceHockey national championship-- - Joe #GoIrish #FrozenFour https://t--co/GmUnDLXVts,7,12,0.925996,Congratulations to @ndwbb on an exciting win in OT last night-- Good luck in the championship game tomorrow-- -Joe #GoIrish.,,,,,,
1405,Senator Joe Donnelly,SenDonnelly,M,D,Joe welcomed the @USDA announcement that it will be giving priority funding to telemedicine and community facilitie------ https://t--co/iOXoi3VUFJ,12,11,,,,,,,,
1406,Senator Joe Donnelly,SenDonnelly,M,D,Joe spoke at the Indiana Military Veterans Hall of Fame Memorial opening in Lawrence today-- The building recognizes------ https://t--co/6xdFJyMCDV,14,28,,Joe spoke at the Indiana Military Veterans Hall of Fame Memorial opening in Lawrence today-- The building recognizes------ https://t--co/6xdFJyMCDV.,0.747994,,,,,
1407,Senator Joe Donnelly,SenDonnelly,M,D,"Last Thursday, Joe celebrated National Vietnam War Veterans Day by hosting an event in Indiana that finally gave Ho------ https://t--co/m2zuVmZAFJ",15,44,0.614843,"Last Thursday, Joe celebrated National Vietnam War Veterans Day by hosting an event in Indiana that finally gave Ho------ https://t--co/m2zuVmZAFJ.",,,,,,
1408,Senator Joe Donnelly,SenDonnelly,M,D,Joe participated in a roundtable discussion on continuing the legacy of Robert F-- Kennedy and Rev-- Martin Luther Ki------ https://t--co/yCUwJLzkGw,18,36,,,,,,,,
1409,Senator Joe Donnelly,SenDonnelly,M,D,"-- @RepJohnLewis is a hero, and it was an honor to present him w/ the Kennedy King Memorial Initiative's Trailblazer------ https://t--co/mRT08k4oJQ",70,279,0.800588,"-- @RepJohnLewis is a hero, and it was an honor to present him w/ the Kennedy King Memorial Initiative's Trailblazer------ https://t--co/mRT08k4oJQ.",,,,,,
1410,Senator Joe Donnelly,SenDonnelly,M,D,"In the omnibus bill, Joe scored a number of victories for Hoosier farmers, like his bipartisan bill preventing them------ https://t--co/XzjyWBb0lf",12,15,0.542843,"In the omnibus bill, Joe scored a number of victories for Hoosier farmers, like his bipartisan bill preventing them------ https://t--co/XzjyWBb0lf.",,,,,,
1411,Senator Joe Donnelly,SenDonnelly,M,D,"The recognition is especially timely, as tomorrow marks 50 years since Martin Luther King Jr--'s assassination and R------ https://t--co/sHBPflbxM1",44,130,,,,,,,,
1412,Senator Joe Donnelly,SenDonnelly,M,D,"The President signed legislation into law led by Joe, @SenToddYoung, @RepAndreCarson &amp; Rep @SusanWBrooks establishi------ https://t--co/kT971G5B1x",24,77,,"The President signed legislation into law led by Joe, @SenToddYoung, @RepAndreCarson &amp; Rep @SusanWBrooks establishi------ https://t--co/kT971G5B1x.",0.882284,,,,,
1413,Senator Joe Donnelly,SenDonnelly,M,D,I enjoyed a donut and the Hoosier hospitality at Clauss Bakery and Cafe in Rensselaer-- -Joe https://t--co/IFQnp23f15,9,48,0.703535,I enjoyed a donut and the Hoosier hospitality at Clauss Bakery and Cafe in Rensselaer-- -Joe https://t--co/IFQnp23f15.,,,,,,
1414,Senator Joe Donnelly,SenDonnelly,M,D,Joe's pleased to announce that with his support @GoCityBus in Lafayette received a significant federal grant from------ https://t--co/zeWZKO7NTw,11,22,0.689058,Joe's pleased to announce that with his support @GoCityBus in Lafayette received a significant federal grant from------ https://t--co/zeWZKO7NTw.,,,,,,
1415,Senator Joe Donnelly,SenDonnelly,M,D,The listening session was part of Joe's Farm Bill Listening Tour to hear from the Hoosiers about what they want to------ https://t--co/z1pscBPLtL,6,9,,,,,,,,
1416,Senator Joe Donnelly,SenDonnelly,M,D,RFS is an essential tool that reduces demand for oil imports &amp; puts more Hoosier-grown renewable &amp; clean energy in------ https://t--co/mxLSTqpV9G,5,8,0.605268,RFS is an essential tool that reduces demand for oil imports &amp; puts more Hoosier-grown renewable &amp; clean energy in------ https://t--co/mxLSTqpV9G.,,,,,,
1417,Senator Joe Donnelly,SenDonnelly,M,D,"Joe has also been a strong advocate for crop insurance over the years, recognizing it as a key safety net for farme------ https://t--co/dlmQjTSeJ8",4,5,,"Joe has also been a strong advocate for crop insurance over the years, recognizing it as a key safety net for farme------ https://t--co/dlmQjTSeJ8.",0.724998,,,,,
1418,Senator Joe Donnelly,SenDonnelly,M,D,"Joe knows how important trade is to farmers, that's why he's been leading bipartisan efforts to support export prom------ https://t--co/QvWgIUUNb8",6,6,0.540318,"Joe knows how important trade is to farmers, that's why he's been leading bipartisan efforts to support export prom------ https://t--co/QvWgIUUNb8.",0.705784,,,,,
